ए	A 
विटोल्ड	WITOLD
वीट	WITT
विटेन	Witten
व्लाडिस्लॉ	WLADYSLAW
लक्लोवेक	Wloclawek
व्लोदेक	WLODEK
व्लोदजं्मेएरेजं	WLODZIMIERZ
व्लोदजंिस्लॉव	WLODZISLAW
डाबलयूएम	WM
वोड्रडरस्पून	Wodderspoon
वोडेन	WODEN
वोज्चेएच	WOJCIECH
वोजटेक	WOJTEK
वुल्फ	Wolf
वूल्फ	WOLF
वौल्फ	WOLFE
वुल्फ्	Wolff
वुल्फगँग	Wolfgang
वोल्फ्राम	WOLFRAM
वुल्फ्सबर्ग	Wolfsburg
वुल्लोंगोंग	Wollongong
वौलवेवर	Wollweber
वोलदाइमर	WOLODYMYR
वोलसी	Wolsey
वोलवारहेम्पटॅन	Wolverhampton
वोमैक	Womack
वोमबेल	Wombell
वोमिक	Womiq
वन	Won
वौंग	WONG
वोंसान	Wonsan
वुड	WOOD
वुडॉल	Woodall
वुडर्ड	WOODARD
बुड्रोव्	WOODROW
वुड्रो	WOODROW
वुडरफ	Woodruff
वुड्स	WOODS
वुडसन	Woodson
वूडवार्ड	WOODWARD
वुडी	Woody
वुडी	WOODY
वूली	Woolley
वूल्सी	Woolsey
वूटेन	WOOTEN
वॉरचेस्टर	Worcester
वरचेस्टर	Worcester
वोराइ	Worie
वर्कमैन	WORKMAN
वॉर्ली	Worley
वर्थ	Worth
वोतान	WOTAN
वॉउटर	Wouter
वावरैट	Wowereit
व्रे	Wray
रेन	WREN
राईत	WRIGHT
वरनेर	Wrner
वरनेर	W५rner
रकलौ	Wroclaw
वू	Wu
वुद	Wuda
वुधु	Wudhu
वुहान	Wuhan
वुहु	Wuhu
वुलनहाओते	Wulanhaote
वुल्फ	Wulf
वुलिटन	Wuliton
वुनान्द	Wunand
वुनिंग	Wuning
वुप्परलापल्ली	wupparlapally
वुर्प्पटल	Wuppertal
वुर्जं्बर्ग	Wurzburg
वूवे	Wuwei
वूक्सी	Wuxi
वूक्सू	Wuxue
वियुयी	Wuyi
वूझोउ	Wuzhou
व्यानेट	Wyanet
व्याट	WYATT
वाइट	WYATT
विबर्त	WYBERT
वाइमैन	Wyman
विय्मोन्द	Wymond
विन	WYN
विन्फॉर	WYNFOR
विन्न	WYNN
वीन	WYNN
वायने	Wynne
उयनोना	WYNONA
वायनोना	WYNONNA
विय्नॉनो	Wynono
विन्टर	WYNTER
वेस्तन	WYSTAN
जैवियर्	XAVIER
जेरार्डो	Xerardo
जीअ	Xia
ग्झिआमेन	Xiamen
ग्झिआन	Xian
ग्झिआनदोंग	Xiangdong
ग्झिआंगफन	Xiangfan
ग्झिआंगगंझी	Xianggangzi
जिंएगकियन	Xiangqian
ग्झिआंगतंग	Xiangtan
जियानियन	Xiannian
ग्झिआन्निंग	Xianning
ग्झिआन्ताओ	Xiantao
ग्झिआनयांग	Xianyang
जीआओ	Xiao
ग्झिआओगन	Xiaogan
ग्झिआओलन	Xiaolan
जियापिंग	Xiaoping
ग्झिचांग	Xichang
जी	Xie
ग्झिलिन्हौते	Xilinhaote
ग्झिनन	Xinan
ग्झिन्चेंग	Xincheng
जींग	Xing
ग्झिंगचेंग	Xingcheng
ग्झिंताई	Xingtai
ग्झिंगयी	Xingyi
ग्झिनिंग	Xining
ग्झिंजी	Xinji
ग्झिपु	Xinpu
ग्झिन्शी	Xinshi
ग्झिन्ताई	Xintai
ग्झिनग्झिआंग	Xinxiang
ग्झिंयांग	Xinyang
ग्झिझोउ	Xinzhou
दीओमारा	XIOMARA
जंियॉंग	Xiong
क्झोला	Xola
जोस	Xos
जोस	Xosं
द्यू	Xu
जू	Xu
जूअन	Xuan
ग्झुआनहुआ	Xuanhua
ग्झुआनझोउ	Xuanzhou
ग्झुचंग	Xuchang
जूइ	Xue
जुएकिन	Xueqian
जून	Xun
जून	Xuैn
ग्झुझोउ	Xuzhou
या	y
य	y
यादव	yaadav
याकव	Yaakov
या-अल्लाह्	YAALLAH
या-अल्लाह्	YA-ALLAH
यालोन	Yaalon
यालोन	Ya'alon
यान	Yaan
याबिस	YABISS
याकीन	YACHIN
याकना	YACHNA
याकव	Yacov
यादवल्ली	yadavalli
यादगिरि	yadgiri
यादिन	Yadin
इयाडीरा	YADIRA
यादिरा	YADIRA
यादलापल्ली	yadlapalli
याएल	YAEL
याफ्फा	YAFFA
यफी	Yafi
याफ्रान	Yafran
यागेर	Yager
याघ्नम	Yaghnam
यगोड	Yagoda
याहा	YAHAA
याहिम्बा	Yahimba
याएटो	Yahto
याह्वेह	YAHVEH
याह्वेह	YAHWEH
याह्याा	yAHYA
याहया	Yahya
याह्या	Yahyah
याकेचेन	Yakecen
यकेशी	Yakeshi
याकिम	YAKIM
याकूत	YAKOUT
याकोव्ह	YAKOV
यकॉव्लेव	Yakovlev
याकोव्लेविच	Yakovlevich
यास्क	yaksha
याकुब-खान	YakubKhan
याकुब-खान	Yakub-Khan
याकु	Yakue
याटूस्क	Yakutsk
यालामंची	yalamanchi
यालामंचीली	yalamanchili
यालामंचीली	yalamanchilli
यालावर्ती	yalavarthi
येल	YALE
याल्कुत	Yalqoot
यमड	Yamada
यमगटा	Yamagata
यमगूची	Yamaguchi
याममह	Yamamah
यममोटो	Yamamoto
यमन	Yaman
यमशीट	Yamashita
यमजकी	Yamazaki
यामीन	Yameen
यामीन	YAMEEN
यामिना	Yaminah
यामिनी	yamini
याम्का	Yamka
यामिनी	yamni
यामोउस्सोउक्रो	Yamoussoukro
यामुन	YAMUN
यमूरा	yamura
यन	Yan
यान	YAN
येनेब	Yanaba
यनमंदरा	yanamandra
येनमेरी	Yanamari
यनन	Yanan
यांबू	Yanbu
यन्चेंग	Yancheng
यान्सी	Yancy
यांग	Yang
इयं	YANG
यांगजीआंग	Yangjiang
यांगमिइ	Yangmei
यंगोन	Yangon
यांगकुआन	Yangquan
यांगझोउ	Yangzhou
यानिक	YANICK
यांजी	Yanji
यान्केल	YANKEL
यान	YANN
यानकिस	Yannakis
यानी	Yanni
येनिक	YANNIC
येनिएक	YANNICK
यनिस	Yannis
यांताई	Yantai
यानुआर्येविच	Yanuaryevich
याओ	Yao
यौबंग	Yaobang
याक्वीन	Yaqeen
याकुत	Yaqoot
याक्टा	Yaqta
याकुब	Yaqub
यार	Yar
यारा	Yara
यार्ब्र	Yarbrough
यार्देन	YARDEN
यार्देना	YARDENA
य्रर्लागड्डा	yarlagadda
यारमोहम्मद	YarMohammad
यारोमाइरा	YAROMIRA
यारॉन	YARON
यारोपोल्क	YAROPOLK
यारोस्लाव्ह	YAROSLAV
यारोस्लाव्हा	YAROSLAVA
यरोस्लावी	Yaroslavl
यास्मिन	YASAMIN
यासर	Yasar
येसीन	Yaseen
याशा	YASHA
याश्मिन	YASHMINE
यशोधर	yashodhar
यशोधरा	yashodhara
यशोवर्मन	yashovarman
यासिन	Yasin
यासिर	Yasir
यास्मीन	Yasmeen
यास्मीनाह	Yasmeenah
यासमिएन	YASMIAN
यास्मिन	Yasmin
यासमिन	YASMIN
यसमीन	YASMIN
यास्मिना	YASMINA
यास्मिन	YASMINE
यास्ना	Yasna
यासरुद्दिन	Yasruddin
यासेएर	YASSER
यासेरएसाम	YasserEssam
यासीन	Yassin
यासु	YASU
यसूहीरो	Yasuhiro
यतीम	YATEEM
यतीन	yateen
येट्स	YATES
याथ्रिब	Yathrib
यौवनी	yauvani
यवर	yavar
यवतकर	yavatkar
यॅव्हुजं	YAVUZ
याव	YAW
यावर	Yawar
यैहा	Yayha
याजं्ड	Yazd
यजदानी	YAZDANI
येजंदानयार	Yazdanyar
याजंिद	Yazid
याजंमिन	YAZMIN
यजोव	Yazov
यैजं्जंी	Yazzie
इबारा	Ybarra
ये	Ye
इगर	Yeager
याकेजं्केल	YECHEZKEL
येदीरे	yedire
येफिमोविच	Yefimovich
येफ्रेमोविच,	Yefremovich
येगम्मै	yegammai
येगर्	Yegor
येहिएल	YEHIEL
योसूया	Yehoshua
येहुदाह	YEHUDAH
यहुदी	YEHUDI
यहुदीत	YEHUDIT
यजिदे	Yejide
येकटेरीनबार्ग	Yekaterinburg
येलटी	yelati
येलेना	YELENA
येलिट्स	Yelets
येलिजंावेटा	YELIZAVETA
येल्लेपेड्डी	yellepeddy
येलसंगीकर	yelsangikar
येलूरी	yeluri
यमन	Yemen
येन	YEN
येन्ते	YENTE
येन्टेल	YENTL
येओसू	Yeosu
येपा	Yepa
येरा	Yera
येरेद	YERED
यरेवान	Yerevan
येरमोलाइ	YERMOLAI
येरोदिन	Yerodin
येर्रमील्ली	yerramilli
येसेनिया	YESENIA
येश	yesh
येशायहु-शारबी	YeshayahuSharabi
येशायहु-शारबी	Yeshayahu-Sharabi
यशोनाथ	yeshonath
येस्सेनिया	YESSENIA
इयेटा	YETTA
येतुन्दे	Yetunde
येव्हा	YEVA
येव्हगेनी	YEVGENI
येव्गेनिय	Yevgeniy
येवगेनिया	YEVGENIYA
येव्हगेनी	YEVGENY
येवपट्रोरीया	Yevpatoriya
येव्हॉन्दे	YEWANDE
येझोव	Yezhov
यी	Yi
यिबिन	Yibin
यिचांग	Yichang
यिचुन	Yichun
यिदेल	YIDEL
यिदू	Yidu
यीगेल	Yigael
यीगल	Yigal
येल्दिरिम	Yildirim
इल्दाइजं	YILDIZ
यिन	YIN
यिंचुआन	Yinchuan
यिंगचेंग	Yingcheng
यिंगकोउ	Yingkou
यिंगझोंग	Yingzhong
यिंईंग	Yining
यशय	Yishai
इस्रायेल	Yisrael
इत्झाक	YITZHAK
यियांग	Yiyang
यिझेंग	Yizheng
यल्व्हा	YLVA
यन्गवार	YNGVAR
यन्गवे	YNGVE
यो	Yo
योआना	Yoana
योएव्ह	YOAV
योचनान	YOCHANAN
यॉडर	Yoder
योएल	YOEL
योगेन्द्र	yogendra
योगीश	yogish
योग्याकर्टा	Yogyakarta
योहान्स	Yohance
योहनेस	Yohaness
योहै	Yohei
योकी	Yoki
योको	YOKO
योकोहमा	Yokohama
